Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Hosts.studied,Host.infested,Infestation.prevalence,Total.ticks,Mean.abundance,Stages,Larvae.on.hosts,Mean.larval.abundance,Hosts.infested.with.larvae,Nymphs.on.hosts,Mean.nymphal.abundance,Host.infested.with.nymphs,Adults.on.hosts,Mean.adult.abundance,Host.infested.with.adults,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.AF.AH,Same.ref.AH.AF,Same.animals.BH.BF,Same.ref.BH.BF,Multiple.species,Notes,Birds,Additional.data.email,Data.collection,Double.ext
0974,"Sinski et al., 2006","Urwitałt near Mikołajki (53º47.745’ N, 21º39.640’ E), Mazury Lakes district",Poland,No,Deciduous woodlands and neighbouring fallow lands,April - October in 1998 -2001,Bank vole,Myodes glareolus,Mammal,Scientific capturing,663,504,0.76,2882,4.35,Yes,2832,4.27,NA,50,0.08,NA,0,0.00,NA,Yes,SE only given for all ticks,No,NA,,,No,,No birds,,F,Yes
0975,"Skotarczak et al., 2006",Wielkopolski National Park,Poland,No,Forest,May<96>September 2002,Blue tit,Cyanistes caeruleus,Bird,Scientific capturing,1,NA,NA,2,NA,No,0,0.00,NA,2,2.00,NA,NA,NA,NA,No,NA,AH+AF,"Skotarczak et al., (2006)",,,No,,Resident birds,,F,Yes
0976,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001 and 2003,European robin,Erithacus rubecula,Bird,Scientific capturing,986,31,0.03,54,0.05,Yes,36,0.04,19,18,0.02,15,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0977,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001 and 2003,Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,77,2,0.03,6,0.08,Yes,3,0.04,1,3,0.04,2,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0978,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001 and 2003,Thrush nightingale,Luscinia luscinia,Bird,Scientific capturing,14,2,0.14,3,0.21,Yes,2,0.14,2,1,0.07,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0979,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001,Great tit,Parus major,Bird,Scientific capturing,205,1,0.00,1,0.00,Yes,0,0.00,0,1,0.00,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0980,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001,Marsh tit,Poecile palustris,Bird,Scientific capturing,92,1,0.01,1,0.01,Yes,0,0.00,0,1,0.01,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0981,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001 and 2003,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,496,3,0.01,4,0.01,Yes,0,0.00,0,4,0.01,3,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0982,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001,Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,232,2,0.01,2,0.01,Yes,1,0.00,1,1,0.00,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0983,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001 and 2003,Dunnock,Prunella modularis,Bird,Scientific capturing,121,5,0.04,14,0.12,Yes,6,0.05,1,8,0.07,5,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0984,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001,Eurasian bullfinch,Pyrrhula pyrrhula,Bird,Scientific capturing,89,7,0.08,13,0.15,Yes,0,0.00,0,13,0.15,7,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0985,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2003,Whinchat,Saxicola rubetra,Bird,Scientific capturing,15,1,0.07,1,0.07,Yes,0,0.00,0,1,0.07,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0986,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,391,3,0.01,4,0.01,Yes,3,0.01,2,1,0.00,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0987,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2003,Whitethroat,Sylvia communis,Bird,Scientific capturing,88,1,0.01,1,0.01,Yes,1,0.01,1,0,0.00,0,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0988,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2003,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,71,1,0.01,1,0.01,Yes,0,0.00,0,1,0.01,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0989,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001,Common blackbird,Turdus merula,Bird,Scientific capturing,63,9,0.14,26,0.41,Yes,6,0.10,2,20,0.32,9,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0990,"Spitalska et al., 2006","Ruské in the Ruská Kotlina Valley, Bukovské Vrchy Hills (49°07´ N, 22°21´ E) and Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2001 and 2003,Song thrush,Turdus philomelos,Bird,Scientific capturing,85,5,0.06,10,0.12,Yes,4,0.05,2,6,0.07,3,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0991,"Spitalska et al., 2006","Kurników Beskid Mountain, Bukovské Vrchy Hills (49°07´ N, 22°21´ E)",Slovakia,No,NA,end of July to the beginning of October in 2003,Ring ouzel,Turdus torquatus,Bird,Scientific capturing,32,1,0.03,1,0.03,Yes,0,0.00,0,1,0.03,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0992,"Sukara et al., 2018","Titel, Surcin, Smederevo, Velika Gradiste, Smederevska Palanka, Velika Plana, Negotin, Svilajnac, Zajecar and Bela Palanka (fig 1)",Serbia,No,NA,Janaury 2010 - February 2013,Golden jackal,Canis aureus,Mammal,Hunted and road kill,216,NA,NA,64,0.30,No,NA,NA,NA,0,0.00,NA,64,0.30,NA,No,NA,AH+AF,"Sukara et al., (2018)",,,No,,No birds,,F,Yes
0993,"Szczurek & Kadulski, 2004",Pomerania,Poland,No,NA,April 1996 - February 2001 (October - March excluded),Fallow deer,Dama dama,Mammal,Hunting,9,5,0.56,13,1.44,No,NA,NA,NA,NA,NA,NA,13,1.44,NA,No,NA,No,NA,,,No,"Numbers for four seasons are given in the paper, only spring and summer data is included (April-September)",No birds,,F,Yes
0994,"Szekeres et al., 2015","Gemenc area, near the Danube river",Hungary,No,Forest covered floodplain,July 2010 - May 2013,"Yellow-necked field mouse, Striped field mouse, Harvest mouse, House mouse, Bank vole and Common vole",NA,Mammal,Scientific capturing,525,NA,NA,41,0.08,Yes,36,0.07,NA,5,0.01,NA,0,0.00,NA,No,NA,AH+AF,"Szekeres et al., (2015)",,,Yes,Positive nymph came from a positive A. flavicollis,No birds,,F,Yes
0995,"Szekeres et al., 2019","Budapest, XI. district",Hungary,No,Urban,April and August of 2015,European roe deer,Capreolus capreolus,Mammal,Road kill,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
0996,"Szekeres et al., 2019","Eger, Heves County",Hungary,No,Urban,April and August of 2015,Lesser white-toothed shrew,Crocidura suaveolens,Mammal,Accidently killed,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
0997,"Szekeres et al., 2019","Budapest, XI. district",Hungary,No,Urban,April and August of 2015,Beech marten,Martes foina,Mammal,Road kill,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
0998,"Szekeres et al., 2019","Budapest, XIV. district",Hungary,No,Urban,April and August of 2015,House mouse,Mus musculus,Mammal,Road kill,2,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
0999,"Szekeres et al., 2019","Budakeszi, Pest County",Hungary,No,Urban,April and August of 2015,Least weasel,Mustela nivalis,Mammal,Accidently killed,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
1000,"Szekeres et al., 2019","Budapest, XII. district; Balatonakarattya, Veszprém County",Hungary,No,Urban,April and August of 2015,Eurasian red squirrel,Sciurus vulgaris,Mammal,Road kill,2,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
1001,"Szekeres et al., 2019","Solymár, Pest County; Margaret Island, Budapest",Hungary,No,Urban,April and August of 2015,European mole,Talpa europaea,Mammal,Accidently killed,4,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
1002,"Szekeres et al., 2019","Szentendre, Pest County; Budapest (several districts); Hajdúböszörmény, Hajdú-Bihar County; Kalocsa, Bács-Kiskun County; Szigetszentmiklós, Pest County; Kunpeszér, Bács-Kiskun County; Balatonkenese, Veszprém County",Hungary,No,Urban,April and August of 2015,Northern white-breasted hedgehog,Erinaceus roumanicus,Mammal,Road kill,23,9,0.39,362,15.74,Yes,37,1.61,2,278,12.09,7,47,2.04,8,No,NA,AH+AF,"Szekeres et al., (2018) ",,,No,,No birds,,F,Yes
1003,"Talleklint & Jaenson, 1994",Bogesund,Sweden,No,NA,Aug-Sep 1991 & 1992,Eurasian elk,Alces alces,Mammal,Hunting,7,NA,NA,4101,585.90,Yes,2032,290.30,NA,1213,173.30,NA,856,122.30,NA,Yes,SD Mean larval abundance: 55.8,No,NA,,,No,,No birds,,F,Yes
1004,"Talleklint & Jaenson, 1994",Bogesund,Sweden,No,NA,Aug-Sep 1991 & 1992,European hare,Lepus europaeus,Mammal,Hunting,23,NA,NA,4676,203.30,Yes,3234,140.60,NA,1355,58.90,NA,87,3.80,NA,Yes,SD Mean larval abundance: 214.5,No,NA,,,No,,No birds,,F,Yes
1005,"Talleklint & Jaenson, 1994",Bogesund,Sweden,No,NA,May-Oct 1991 & Jun-Sep 1992,Field vole,Microtus agrestis,Mammal,Scientific capturing,21,NA,NA,1378,65.60,Yes,1292,61.50,NA,86,4.10,NA,0,0.00,NA,Yes,SD Mean larval abundance: 46.1,No,NA,,,No,,No birds,,F,Yes
1006,"Talleklint & Jaenson, 1994",Bogesund,Sweden,No,NA,May-Oct 1991 & Jun-Sep 1992,Eurasian water shrew,Neomys fodiens,Mammal,Scientific capturing,1,NA,NA,124,124.00,Yes,124,124.00,NA,0,0.00,NA,0,0.00,NA,Yes,SD Mean larval abundance: 0,No,NA,,,No,,No birds,,F,Yes
1007,"Talleklint & Jaenson, 1994",Bogesund,Sweden,No,NA,May-Oct 1991 & Jun-Sep 1992,Common shrew,Sorex araneus,Mammal,Scientific capturing,26,NA,NA,1620,62.30,Yes,1607,61.80,NA,13,0.50,NA,0,0.00,NA,Yes,SD Mean larval abundance: 66.4,No,NA,,,No,,No birds,,F,Yes
1008,"Talleklint & Jaenson, 1994",Bogesund,Sweden,No,NA,May-Oct 1991 & Jun-Sep 1992,Eurasian pygmy shrew,Sorex minutus,Mammal,Scientific capturing,9,NA,NA,270,30.00,Yes,268,29.80,NA,2,0.20,NA,0,0.00,NA,Yes,SD Mean larval abundance: 35.0,No,NA,,,No,,No birds,,F,Yes
1009,"Talleklint & Jaenson, 1997",Bogesund,Sweden,No,NA,May-Oct 1991 & Jun-Sep 1992 and July&September in 1994,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,31,NA,NA,2164,69.80,Yes,2108,68.00,NA,56,1.80,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
1010,"Talleklint & Jaenson, 1997",Bogesund,Sweden,No,NA,May-Oct 1991 & Jun-Sep 1992 and July&September in 1994,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,19,NA,NA,992,52.20,Yes,969,51.00,NA,23,1.20,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
1011,"Talleklint & Jaenson, 1997",Bogesund,Sweden,No,NA,"August-September 1990, 1991, 1993 and 1994",European roe deer,Capreolus capreolus,Mammal,Hunting,37,NA,NA,14985,405.00,Yes,9805,265.00,NA,3441,93.00,NA,1739,47.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
1012,"Talleklint & Jaenson, 1997",Bogesund,Sweden,No,NA,"August - September 1991, 1992 and 1993",Mountain hare,Lepus timidus,Mammal,Hunting,23,NA,NA,14444,628.00,Yes,11220,487.83,NA,2835,123.26,NA,389,16.91,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
1013,"Talleklint & Jaenson, 1997",Bogesund,Sweden,No,NA,May-Oct 1991 & Jun-Sep 1992 and July&September in 1994,Bank vole,Myodes glareolus,Mammal,Scientific capturing,106,NA,NA,3699,34.90,Yes,3604,34.00,NA,95,0.90,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
1014,"Taragelova et al., 2005","The Šúr Nature reserve ( 48◦15 N, 17◦13 E), Malacky (48◦30 N, 17◦08 E), Malacky (48◦30 N, 17◦08 E) and Brzotín (48◦36N, 20◦29E)",Slovakia,No,"<8a><fa>r: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzot<ed>n: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Marsh warbler,Acrocephalus palustris,Bird,Scientific capturing,6,1,0.17,2,0.33,Yes,0,0.00,0,2,0.33,1,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
1015,"Taragelova et al., 2005","The Šúr Nature reserve ( 48◦15 N, 17◦13 E), Malacky (48◦30 N, 17◦08 E), Malacky (48◦30 N, 17◦08 E) and Brzotín (48◦36N, 20◦29E)",Slovakia,No,"<8a><fa>r: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzot<ed>n: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Long-tailed bushtit,Aegithalos caudatus,Bird,Scientific capturing,8,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
1016,"Taragelova et al., 2005","The Šúr Nature reserve ( 48◦15 N, 17◦13 E), Malacky (48◦30 N, 17◦08 E), Malacky (48◦30 N, 17◦08 E) and Brzotín (48◦36N, 20◦29E)",Slovakia,No,"<8a><fa>r: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzot<ed>n: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Tree pipit,Anthus trivialis,Bird,Scientific capturing,1,1,1.00,1,1.00,Yes,1,1.00,1,0,0.00,0,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
1017,"Taragelova et al., 2005","The Šúr Nature reserve ( 48◦15 N, 17◦13 E), Malacky (48◦30 N, 17◦08 E), Malacky (48◦30 N, 17◦08 E) and Brzotín (48◦36N, 20◦29E)",Slovakia,No,"<8a><fa>r: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzot<ed>n: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Eurasian goldfinch,Carduelis carduelis,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
1018,"Taragelova et al., 2005","The Šúr Nature reserve ( 48◦15 N, 17◦13 E), Malacky (48◦30 N, 17◦08 E), Malacky (48◦30 N, 17◦08 E) and Brzotín (48◦36N, 20◦29E)",Slovakia,No,"<8a><fa>r: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzot<ed>n: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,European greenfinch,Carduelis chloris,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,,,No,,Resident birds,,F,Yes
